artificial soiled HairSpray#1 coupon
thetas 8 8 15 15 30 30 60 60
wl(nm)  Rh_clean    Rh_soil Rns1_clean  Rns1_soil Rns2_clean  Rns2_soil Rns3_clean  Rns3_soil
320	0.0780618	0.0871	0.0780618	0.06531105969259	0.0783686	0.06546166532275	0.126388	0.117609475407
325	0.188149	0.1749	0.188149	0.1453782157093	0.190443	0.1541748468521	0.241975	0.2239781813101
330	0.377309	0.3602	0.377309	0.3102820721208	0.382501	0.3119780108171	0.429128	0.3553039924273
335	0.531604	0.5166	0.531604	0.4524540951522	0.534607	0.4532637060652	0.565624	0.4622584023531
340	0.630573	0.6143	0.630573	0.5426170033186	0.633296	0.53719188217	0.658013	0.5330081892034
345	0.693691	0.6773	0.693691	0.6024623526968	0.696236	0.5971087157838	0.716658	0.581487100689
350	0.734762	0.7184	0.734762	0.6453408188065	0.737122	0.6387897109257	0.754433	0.6171201776558
355	0.764434	0.7484	0.764434	0.6719868465153	0.766349	0.6683892995628	0.780309	0.6427268021674
360	0.786949	0.7688	0.786949	0.6936926879939	0.788601	0.6902016459757	0.800357	0.6633617651159
365	0.805196	0.7865	0.805195	0.7079947235404	0.806569	0.7076101850829	0.816358	0.6745074770195
370	0.81589	0.7993	0.81589	0.7229737607432	0.81793	0.7181790926289	0.829372	0.6865248664074
375	0.8246	0.808	0.8246	0.7345575339381	0.827209	0.7308262406841	0.840069	0.6973300886325
380	0.832265	0.8173	0.832265	0.7394410500162	0.834733	0.738219941211	0.846621	0.7026916048405
385	0.841352	0.8262	0.841352	0.7510795702119	0.843685	0.7484288325199	0.854602	0.7126015673968
390	0.852824	0.8367	0.852824	0.7617305922017	0.855094	0.7570774421397	0.865269	0.7213254547813
395	0.862688	0.8462	0.862688	0.7681577611772	0.864762	0.7633095611741	0.873864	0.7306056626823
400	0.870352	0.8551	0.870352	0.7765353013331	0.872152	0.7708250016111	0.880037	0.737594993546
405	0.877354	0.8615	0.877354	0.7848482733756	0.879192	0.7788040365878	0.88686	0.7432426704746
410	0.882265	0.8687	0.882265	0.7886096863705	0.88405	0.7840003355688	0.891285	0.7490890611698
415	0.8862	0.8735	0.8862	0.7947556615144	0.887846	0.7901361589243	0.894435	0.7542638877156
420	0.892426	0.8788	0.892426	0.7983229151865	0.893971	0.7929046012136	0.900028	0.7569745482804
425	0.89716	0.8834	0.897126	0.802398567574	0.898513	0.798293824742	0.903907	0.7619530359784
430	0.900027	0.8878	0.900027	0.8061577297343	0.901262	0.803125981406	0.906069	0.7689829505834
435	0.903482	0.8923	0.903482	0.8085754009296	0.904686	0.8068400038979	0.909273	0.7700711866406
440	0.907353	0.896	0.907353	0.8121540979585	0.908556	0.8088908189637	0.913014	0.7737830503951
445	0.911098	0.899	0.911098	0.8151962701563	0.91225	0.8104130079826	0.916445	0.7775088411111
450	0.91418	0.9035	0.91418	0.8197987281605	0.915196	0.8142387236214	0.91889	0.7806982702526
455	0.917921	0.9072	0.91783	0.8212087105105	0.918752	0.8174576282326	0.922073	0.7833978608891
460	0.921139	0.9104	0.921043	0.8234602158757	0.921865	0.820765908061	0.92481	0.7872731811648
465	0.92398	0.9133	0.92398	0.8257852736483	0.924722	0.8246179994703	0.927364	0.7905445678731
470	0.927	0.9165	0.927	0.8278081508077	0.927677	0.8254209751386	0.93006	0.7915661914249
475	0.929023	0.9197	0.929023	0.8314070729831	0.929591	0.8263239813147	0.931609	0.7930262844407
480	0.931133	0.9214	0.930959	0.8322446197139	0.931478	0.8274357997597	0.933311	0.7942050425184
485	0.933526	0.9243	0.933526	0.8354409045872	0.934069	0.8303498347787	0.935919	0.7972061489278
490	0.935006	0.9264	0.935006	0.8351263162428	0.935521	0.8323220713433	0.937252	0.8009119768837
495	0.937368	0.9285	0.937368	0.8360862155198	0.937902	0.8339728434158	0.939648	0.8018909736409
500	0.938201	0.9301	0.938201	0.8380657130797	0.938686	0.8342019917758	0.94026	0.8012773245549
505	0.940834	0.9319	0.940834	0.8376786664191	0.941366	0.8356969645354	0.943034	0.8040420445004
510	0.941276	0.9331	0.941276	0.8388869926144	0.941745	0.8354735711797	0.943212	0.8050627961377
515	0.942319	0.9341	0.942319	0.8399996661193	0.942759	0.8362048993243	0.944119	0.8060792393164
520	0.94352	0.9354	0.94352	0.840535364106	0.943946	0.8376458007376	0.94524	0.80566489584
525	0.945344	0.9364	0.945344	0.8400798366828	0.94579	0.8369079229132	0.947118	0.8079783371907
530	0.946168	0.938	0.946168	0.8410745452308	0.946586	0.8382916935149	0.947815	0.8060420816204
535	0.946615	0.9386	0.946615	0.8424821671985	0.946987	0.8388146827501	0.948072	0.8066863668279
540	0.947983	0.9401	0.947983	0.8435083358344	0.948352	0.839112026113	0.949409	0.8078446567773
545	0.948147	0.9405	0.948147	0.8431115951024	0.948422	0.8381136452987	0.949206	0.8059354371334
550	0.94831	0.9409	0.94831	0.8430800347098	0.948495	0.8373420264715	0.949015	0.8069693713912
555	0.949662	0.9413	0.949662	0.8429078617791	0.949821	0.8367743520383	0.950253	0.8054622223658
560	0.950175	0.9429	0.950175	0.8430713321941	0.950268	0.8387686800726	0.950505	0.8076705155468
565	0.949269	0.943	0.949269	0.8424534454277	0.949238	0.8397753855329	0.949128	0.8059576394466
570	0.950528	0.9432	0.950528	0.8399805442152	0.950518	0.8383557121767	0.950452	0.8066070123709
575	0.95057	0.9437	0.95057	0.8390271060666	0.950519	0.8364305129626	0.950334	0.804562124328
580	0.950307	0.9439	0.950307	0.8393677010103	0.950201	0.8349396980703	0.949857	0.8032978669708
585	0.950769	0.9429	0.950769	0.8390086678013	0.950646	0.836582238352	0.950247	0.8032088921528
590	0.950127	0.943	0.950127	0.8375062032164	0.949932	0.8362872832746	0.949329	0.8029436616315
595	0.950503	0.9433	0.950503	0.8377588255589	0.950316	0.8349905542602	0.949727	0.8024857717416
600	0.950324	0.9435	0.950324	0.8373726531837	0.95012	0.8350491370265	0.949475	0.799999337993
605	0.950286	0.9436	0.950286	0.8375718591595	0.950071	0.8329400977881	0.949391	0.8015874313082
610	0.950009	0.9436	0.950009	0.8355255574637	0.949771	0.8316100857211	0.949022	0.8015639009339
615	0.950059	0.9436	0.950059	0.8358920652002	0.949815	0.832850126134	0.949042	0.799248996206
620	0.950035	0.9438	0.950035	0.8348153952805	0.94978	0.8328582468944	0.948974	0.7981348344301
625	0.949843	0.9436	0.949843	0.8341949308905	0.94956	0.8325498107687	0.948671	0.7964197110142
630	0.949583	0.9433	0.949583	0.8327251410341	0.949269	0.8306156925427	0.948288	0.7978367832706
